url,code,buy_below
https://www.amazon.in/New-Apple-iPhone-12-64GB/dp/B08L5W16HX/ref=sr_1_1?crid=2RDZZG10T8V4Y&keywords=iphone+12+64gb+green&qid=1648734723&sprefix=iphone+12+64gb+green%2Caps%2C232&sr=8-1,Apple_iPhone 12_(64GB),55000
